IDfg,Name,Team,G,W,L,QS,CG,ShO,SV,HLD,BS,IP,H_pitch,ER,HR_pitch,BB_pitch,HBP_pitch,SO_pitch,AB,H_hit,1B,2B,3B,HR_hit,R,RBI,BB_hit,SO_hit,HBP_hit,SF,SH,SB,CS
16201,Justin Anderson,CHW,56,1,2,0,0,0,1,5,5,53.1,48,26,5,32,3,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15467,Marco Gonzales,PIT,7,1,1,2,0,0,0,0,0,33.2,43,17,5,11,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22207,DL Hall,MIL,13,1,2,1,0,0,0,1,0,43,48,24,6,21,4,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4301,Justin Wilson,CIN,60,1,5,0,0,0,2,10,2,46.2,55,29,10,13,2,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26034,Anthony Maldonado,MIA,16,1,1,0,0,0,1,0,1,19,21,12,1,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26952,Anthony Molina,COL,35,1,1,0,0,0,0,2,2,59.2,72,45,5,22,2,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29960,AJ Smith-Shawver,ATL,1,0,0,0,0,0,0,0,0,4.1,3,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22253,Sean Reynolds,SDP,9,0,0,0,0,0,0,0,0,11,10,1,0,5,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29628,Alek Jacob,SDP,7,0,0,0,0,0,0,0,0,14.2,9,4,1,2,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26944,Edgardo Henriquez,LAD,3,0,0,0,0,0,1,0,0,3.1,2,1,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13755,Tomas Nido,- - -,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,25,17,4,0,4,14,12,5,35,0,2,3,0,0
24606,Josh Winder,MIN,4,0,0,0,0,0,0,0,0,9,7,3,0,1,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22713,Carlos Hernandez,KCR,27,0,1,0,0,0,0,1,1,30,24,11,1,16,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31843,Kumar Rocker,TEX,3,0,2,0,0,0,0,0,0,11.2,12,5,1,6,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20369,Matt Manning,DET,5,0,1,0,0,0,0,0,0,27.2,31,15,3,12,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21894,Gregory Santos,SEA,8,0,1,0,0,0,0,2,1,7.1,7,4,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16358,Tyler Mahle,TEX,3,0,1,0,0,0,0,0,0,12.2,14,7,1,4,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17170,Gabe Speier,SEA,29,0,2,0,0,0,0,7,1,23.2,19,15,2,14,2,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,Tyler Wells,BAL,3,0,2,1,0,0,0,0,0,15.1,18,10,3,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21652,Elvis Peguero,MIL,52,7,4,0,0,0,2,11,4,51.1,52,17,4,27,2,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6655,Craig Kimbrel,BAL,57,7,5,0,0,0,23,4,6,52.1,40,31,7,31,5,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14552,Jose Ruiz,PHI,52,5,1,0,0,0,1,0,0,51,51,21,8,17,1,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11589,Jose Urena,TEX,33,5,8,0,0,0,1,1,0,109,105,46,13,39,4,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31635,Hayden Birdsong,SFG,16,5,6,1,0,0,0,0,0,72,57,38,11,43,4,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21992,Camilo Doval,SFG,62,5,3,0,0,0,23,5,5,59,54,32,5,39,2,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21527,James McArthur,KCR,57,5,7,0,0,0,18,2,7,56.2,68,31,8,14,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27685,Carson Spiers,CIN,22,5,7,2,0,0,0,0,0,90.2,112,55,20,27,5,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12791,Michael Kelly,OAK,28,3,2,0,0,0,0,4,0,31.1,27,9,2,10,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28036,Luke Little,CHC,30,3,1,0,0,0,0,3,0,26,15,10,1,18,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15279,Garrett Cooper,- - -,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,22,15,5,1,1,6,11,7,35,2,0,0,0,0
12160,Ben Gamel,- - -,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,20,15,4,0,1,22,4,18,24,0,0,0,1,0
6632,Carlos Carrasco,CLE,21,3,10,4,0,0,0,0,0,103.2,112,65,19,33,5,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27942,John McMillon,MIA,10,2,1,0,0,0,0,2,0,12,7,2,1,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21620,Jake Cousins,NYY,37,2,1,0,0,0,1,8,0,38,20,10,5,20,5,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19795,Keegan Thompson,CHC,24,2,1,0,0,0,2,2,0,30.1,19,9,3,18,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19200,Jose Quijada,LAA,22,2,2,0,0,0,0,7,2,19.1,12,7,1,17,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29530,Fraser Ellard,CHW,25,2,3,0,0,0,1,2,1,24,18,10,3,12,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27775,Kyle Nicolas,PIT,51,2,2,0,0,0,0,7,0,54.2,51,24,4,31,4,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19562,Zack Short,- - -,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,9,6,3,0,0,11,5,14,24,1,0,3,2,1
23296,Jacob Amaya,- - -,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,12,11,1,0,0,4,3,4,28,0,0,0,1,0
18694,Kolby Allard,PHI,7,2,0,0,0,0,0,0,0,27,34,15,5,8,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19753,Jonathan Loaisiga,NYY,3,1,0,0,0,0,0,0,1,4,7,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33834,Andrew Walters,CLE,9,1,0,0,0,0,0,0,0,8.2,1,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16427,Scott Blewett,MIN,12,1,1,0,0,0,0,0,0,20.1,17,4,2,8,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10591,Scott Alexander,OAK,45,1,3,0,0,0,0,10,3,38.2,31,11,3,15,2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17732,Nabil Crismatt,LAD,5,1,1,0,0,0,0,0,0,7,7,2,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26599,Jonatan Clase,- - -,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,15,12,2,0,1,7,5,3,17,2,0,0,3,1
16357,Pablo Reyes,- - -,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,11,9,2,0,0,5,5,3,19,1,0,0,1,2
24094,Ronny Henriquez,MIN,16,1,1,0,0,0,0,2,1,19.1,20,7,2,5,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22932,Prelander Berroa,CHW,17,1,0,0,0,0,0,3,0,19,15,7,2,13,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31838,Kodai Senga,NYM,1,1,0,0,0,0,0,0,0,5.1,2,2,1,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24930,Ethan Roberts,CHC,21,1,1,0,0,0,0,1,0,26.2,31,11,3,10,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29271,Yilber Diaz,ARI,7,1,1,2,0,0,0,0,0,28.1,27,12,3,12,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30002,Grant Holman,OAK,18,1,1,0,0,0,0,5,1,15.2,17,7,1,9,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31261,Chris Roycroft,STL,27,1,2,0,0,0,0,1,1,34.1,31,16,2,17,4,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16496,Forrest Wall,- - -,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,8,8,0,0,0,4,1,3,8,0,0,0,4,3
19804,Bryan Baker,BAL,19,1,1,0,0,0,0,3,0,23.1,20,13,3,7,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13361,Steven Matz,STL,12,1,2,0,0,0,0,0,0,44.1,49,25,7,15,2,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23809,Ray Kerr,ATL,10,1,2,0,0,0,0,0,0,22.1,29,14,4,7,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19911,Jose Suarez,LAA,22,1,2,0,0,0,1,0,0,52.1,57,35,7,27,4,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16703,Julian Merryweather,CHC,15,1,1,0,0,0,0,2,1,15,18,11,0,9,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15145,Justin Topa,MIN,3,0,0,0,0,0,0,0,0,2.1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23165,Steven Cruz,KCR,5,0,0,0,0,0,0,0,0,5.2,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27514,Kyle Hurt,LAD,3,0,1,0,0,0,0,0,0,6.2,8,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15937,Aledmys Diaz,- - -,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,3,3,0,0,0,2,1,1,9,0,0,0,0,0
15369,Kevin Herget,MIL,7,0,0,0,0,0,1,1,0,11.1,6,2,1,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21584,Tristan Beck,SFG,7,0,0,0,0,0,0,0,0,16,14,3,2,4,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11384,Tommy Kahnle,NYY,50,0,2,0,0,0,1,16,0,42.2,30,10,5,19,2,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26171,Connor Gillispie,CLE,3,0,0,0,0,0,0,0,0,8,4,2,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27694,Justin Sterner,TBR,2,0,0,0,0,0,0,0,0,4,5,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33828,Naoyuki Uwasawa,BOS,2,0,0,0,0,0,0,0,0,4,2,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21367,Peter Strzelecki,CLE,10,0,0,0,0,0,0,1,0,11.2,11,3,1,3,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21761,Jose Marte,LAA,14,0,0,0,0,0,0,2,0,19.1,14,5,1,10,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20367,Brusdar Graterol,LAD,7,0,0,0,0,0,0,0,0,7.1,3,2,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26215,Jackson Rutledge,WSN,3,0,0,0,0,0,0,0,0,8.1,8,3,1,2,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20167,Kyle Muller,OAK,21,0,1,0,0,0,0,0,0,49.1,48,22,6,10,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19178,Tommy Nance,TOR,20,0,3,0,0,0,0,0,1,22,18,10,2,9,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21544,Chase Shugart,BOS,6,0,0,0,0,0,1,0,0,8.2,8,4,1,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19883,Alex Lange,DET,21,0,3,0,0,0,2,1,0,18.2,16,9,0,17,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17556,Jimmy Herget,ATL,8,0,1,0,0,0,0,0,0,12.1,13,6,2,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12092,Niko Goodrum,- - -,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,3,0,0,0,2,0,3,10,0,0,1,1,1
27494,Clayton Beeter,NYY,3,0,0,0,0,0,0,0,0,3.2,4,2,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27765,Yosver Zulueta,CIN,12,0,0,0,0,0,0,0,0,16.1,15,9,2,7,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20153,Nick Nelson,PHI,4,0,0,0,0,0,0,0,0,5.1,8,3,0,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16727,Brock Stewart,MIN,16,0,0,0,0,0,0,7,0,15.2,15,9,2,8,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21183,Humberto Castellanos,ARI,7,0,0,0,0,0,1,0,0,10.1,11,6,0,4,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19877,Tristan Gray,- - -,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,2,1,0,0,0,0,3,16,0,0,0,0,0
19680,Sixto Sanchez,MIA,14,0,3,0,0,0,0,1,1,35.2,43,24,3,14,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27914,Daniel Palencia,CHC,10,0,1,0,0,0,1,0,0,14.2,14,10,0,12,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27690,Joey Wiemer,- - -,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,4,0,0,0,2,0,2,9,0,0,0,1,1
12863,Matt Barnes,WSN,14,0,0,0,0,0,0,0,0,13.1,16,10,1,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22505,Buddy Kennedy,- - -,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,2,1,0,1,3,6,4,7,0,1,0,1,0
25839,Luis Contreras,HOU,5,0,0,0,0,0,0,0,0,6,7,6,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30182,Will Warren,NYY,6,0,3,0,0,0,0,0,0,22.2,33,26,5,10,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22471,Livan Soto,- - -,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,2,1,0,0,1,0,3,3,0,0,0,0,0
12323,Jacob Barnes,WSN,63,8,3,0,0,0,0,2,3,66,67,32,10,20,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13897,Tyler Heineman,- - -,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,1,0,0,0,2,0,3,6,1,0,0,0,0
15552,Chad Green,TOR,53,4,6,0,0,0,17,7,3,53.1,41,19,8,14,2,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15009,Kyle Finnegan,WSN,65,3,8,0,0,0,38,0,5,63.2,61,26,9,24,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14993,Scott Barlow,CLE,63,3,3,0,0,0,2,19,1,55,44,26,6,31,4,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11486,Robbie Ray,SFG,7,3,2,2,0,0,0,0,0,30.2,20,16,6,15,6,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18498,Kenta Maeda,DET,29,3,7,2,0,0,0,0,0,112.1,124,76,22,31,5,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15288,Adam Cimber,LAA,28,3,0,0,0,0,0,8,0,24.1,20,19,1,14,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23499,Keaton Winn,SFG,12,3,8,4,0,0,0,0,0,55.1,56,44,9,20,4,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21537,Daniel Lynch IV,KCR,16,2,0,0,0,0,1,0,0,43.1,29,16,6,14,4,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15047,Austin Voth,SEA,68,2,5,0,0,0,0,15,2,61,46,25,9,18,3,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19928,Ryan McKenna,- - -,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,1,0,0,2,4,2,1,5,0,0,0,1,1
20132,Adam Oller,MIA,8,2,4,1,0,0,0,0,0,42.1,43,25,7,22,2,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19206,Dakota Hudson,COL,18,2,12,4,0,0,0,0,0,89,99,61,11,50,5,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18510,Josh Rogers,COL,6,2,0,0,0,0,0,0,0,11,15,8,1,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25327,Abner Uribe,MIL,14,2,2,0,0,0,3,0,2,14.1,15,11,1,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19871,Tucker Davidson,BAL,1,1,0,0,0,0,0,0,0,4.2,4,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17480,Daniel Duarte,MIN,2,1,0,0,0,0,0,0,0,4,2,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27608,Jeff Criswell,COL,13,1,0,0,0,0,0,0,0,19.2,20,6,4,9,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19960,Taylor Trammell,- - -,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,0,0,2,0,1,3,0,0,0,0,0
21229,Daniel Robert,TEX,4,1,0,0,0,0,0,0,0,5.2,6,2,1,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26410,Alek Manoah,TOR,5,1,2,2,0,0,0,0,0,24.1,17,10,5,8,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13801,Austin Adams,OAK,56,1,2,0,0,0,0,22,4,41.1,38,18,4,23,13,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20418,Josh Fleming,PIT,25,1,1,0,0,0,1,1,0,31.1,34,14,3,14,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9761,Joe Kelly,LAD,35,1,1,0,0,0,0,13,2,32,31,17,4,16,5,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13758,Tyler Duffey,KCR,9,1,0,0,0,0,0,1,0,9,7,5,0,8,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19891,Ryder Ryan,PIT,15,1,0,0,0,0,0,3,0,20.2,21,13,2,9,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27543,Duke Ellis,- - -,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,1,0,0,2,0,0,0,5,0
17425,Erick Fedde,STL,31,9,9,13,0,0,0,0,0,177.1,154,65,20,52,5,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25667,Nick Avila,SFG,8,1,0,0,0,0,0,0,0,11.2,17,11,2,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20633,Yusei Kikuchi,HOU,32,9,10,12,0,0,0,0,0,175.2,167,79,25,44,2,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7593,Jordan Lyles,KCR,5,0,0,0,0,0,0,0,0,5,2,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7802,Miguel Rojas,LAD,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10855,Chasen Shreve,COL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12976,Austin Hedges,CLE,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13897,Tyler Heineman,TOR,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14593,David Bote,CHC,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15653,Dominic Smith,BOS,3,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16357,Pablo Reyes,BOS,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16959,Eddy Alvarez,NYM,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17326,Cole Tucker,LAA,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17338,Willi Castro,MIN,2,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18152,Anthony Misiewicz,NYY,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18815,Miguel Diaz,HOU,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18889,Danny Mendick,CHW,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19262,Garrett Hampson,KCR,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19314,Donovan Walton,SFG,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19358,Weston Wilson,PHI,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19514,Andrew Knizner,TEX,2,0,0,0,0,0,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19586,Forrest Whitley,HOU,3,0,0,0,0,0,0,0,0,3.1,5,0,0,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19892,Pavin Smith,ARI,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21009,Leonardo Rivas,SEA,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22117,Nick Pratto,KCR,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22276,Dylan Coleman,HOU,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24493,Adam Kloffenstein,STL,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25353,Michael Stefanic,LAA,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25427,Gavin Hollowell,CHC,1,0,0,0,0,0,0,0,0,1.1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25813,Grae Kessinger,HOU,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26353,Marc Church,TEX,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26448,Trevor McDonald,SFG,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26466,Matt Wallner,MIN,1,0,0,0,0,0,0,0,0,1.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27585,Zac Kristofak,LAA,1,0,0,0,0,0,0,0,0,2,3,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27630,Nick Loftin,KCR,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29521,Ryan Loutos,STL,3,0,0,0,0,0,0,0,0,2.1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29891,James Meeker,MIL,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30203,Jackson Jobe,DET,2,0,0,0,0,0,0,0,0,4,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26907,Jairo Iriarte,CHW,6,0,1,0,0,0,0,0,0,6,3,1,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20491,J.B. Bukauskas,MIL,6,0,0,0,0,0,0,1,0,6,3,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24937,Austin Warren,SFG,6,0,0,0,0,0,0,0,0,10.2,9,2,1,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20408,Eli Villalobos,MIA,3,0,0,0,0,0,0,0,0,4.1,3,1,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25368,Zach Penrod,BOS,7,0,0,0,0,0,0,2,0,4,3,1,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21310,Josh Maciejewski,NYY,4,0,0,0,0,0,0,0,0,7,4,2,1,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13774,Zach Eflin,BAL,28,10,9,13,0,0,0,0,0,165.1,166,66,22,24,3,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11176,David Buchanan,CIN,1,0,0,0,0,0,0,0,0,3.1,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14420,Jackson Stephens,ATL,3,0,0,0,0,0,0,0,0,3.1,5,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17496,Diego Castillo,MIN,7,0,0,0,0,0,0,0,0,10,8,3,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17479,Jack Flaherty,LAD,28,13,7,15,0,0,0,0,0,162,135,57,24,38,4,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21093,Nick Vespi,BAL,11,0,0,0,0,0,0,0,0,12.1,10,4,1,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27702,Brent Headrick,MIN,1,0,0,0,0,0,0,0,0,3,2,1,1,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17964,Tyler Gilbert,PHI,6,0,0,0,0,0,0,0,0,8.1,10,3,1,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31883,Troy Taylor,SEA,21,0,0,0,0,0,1,6,0,19.1,15,8,4,7,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
